"Nº de registo";"Data da alteração";"Denominação";"Nº de contribuinte";"Marcas";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Concelho)";"Localização (Distrito)";"ERT/DRT";"NUT II";"NUT III";"Contacto (Telef/Telem.)";"Contacto (Email)"
" 6033";;"Roberto Miranda Unipessoal, lda.";"513773304";;"Bairro da ajuda Torre nº 28 2 A";"9000-117";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"9614096960";"luis-faustino@sapo.pt"
" 4034";"2017-06-09";"RODRIGUES &amp; CRO LDA";"511285167";;"Estrada Eira do Serrado, nº 38";"9020-156";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291099772";"geral@madeira-adventure-kingdom.com"
" 1822";"2016-12-23";"Rodrigues e Carepa, Lda.";"500882959";;"Rua Mousinho de Albuquerque - Centro Comercial Maré, Loja 10";"2450-253";"Nazaré";"Nazaré";"Leiria";"TURISMO DO OESTE";"Centro";"Oeste";"262562190";"viagensmare@netvisao.pt"
" 2647";"2017-01-06";"Rogério Luz, Lda.";"502803207";"Best Travel";"Rua Poeta António Aleixo, 6";"7520-171";"Sines";"Sines";"Setúbal";"TURISMO DO ALENTEJO LITORAL";"Alentejo";"Alentejo Litoral";"269750190";"sines@besttravel.pt"
" 6796";;"Rogério Parente, Lda";"504574604";;"Rua Tomás da Fonseca, nº 26, Edificio 2, 7º Dtº";"1600-256";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"964007645";"rogerioparente.rp@gmail.com"
" 3496";;"Rogério Paulo Pires Guerreiro";"185452884";;"Rua Gago Coutinho, nº 10 - 4º";"8000-353";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"919747763";"roger-t@sapo.pt"
" 3689";"2015-09-14";"Rohrer-Stettler Portugal Service, Lda";"510324576";;"Casa Joia, Caixa Postal 1555Y, Monte Judeu";"8600-020";"Barão de São João";"Lagos";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282760733";"taxconsult@mail.telepac.pt"
" 4846";"2015-09-10";"Rolling Luxury - Transporte Nacional e Internacional de Passageiros, Viagens e Animação Turística";"513199977";;"Centro de Negócios e Inovação de Rio Maior, Av. Dr. Mário Soares";"2040-313";"Rio Maior";"Rio Maior";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"914242051";"info@rollingluxury.pt"
" 2316";"2017-01-25";"Roma Tours - Agência de Viagens  e Turismo, Lda.";"504790854";;"Rua Pinto Bessa, 661";"4300-433";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"225390529";"geral@romatours.pt"
" 1733";"2017-02-27";"Rondatur -  Viagens e Turismo, Lda.";"500674353";;"Av Mouzinho de Albuquerque, 148- R/C";"4490-409";"Póvoa de Varzim";"Póvoa de Varzim";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"252615785";"geral@rondatur.pt"
" 3957";"2016-12-21";"rony&amp;ahmad agencia de viagens,lda";"510308112";"airconcept";"Rua do benformoso,168 C";"1100-087";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"218821173";"info@airconcept.pt"
" 2274";"2015-03-26";"Roquetur - Viagens e Turismo, Lda.";"503558745";;"Av Benjamim Araújo, 79";"3700-060";"São João da Madeira";"São João da Madeira";"Aveiro";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"256829607, 256822285";"roquetur@roquetur.pt, arrifana@roquetur.pt"
" 2037";"2016-11-10";"Rosatours - Agência de Viagens, Unipessoal, Lda.";"502844892";;"Praça D´Alandra, 1º - Loja 1";"8000-276";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289824017";"rosatours@mail.telepac.pt"
" 1883";"2017-04-05";"Rossitur - Sociedade de Comércio e Turismo, Lda.";"501348310";;"Rua Julieta Ferrão nº 12 - Bloco A - 9º Andar Escritorio 905";"1600-131";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213526600";"antonio@rossitur-travel.com"
" 2930";"2016-08-03";"ROSTOS DO MUNDO, AGÊNCIA DE VIAGENS UNIPESSOAL, LDA";"509844839";;"Praça Cândido dos Reis, nº 18";"7080-171";"Vendas Novas";"Vendas Novas";"Évora";"TURISMO DO ALENTEJO, E.R.T.";"Alentejo";"Alentejo Central";"934192724";"rostosdomundo@sapo.pt"
" 2942";"2016-12-21";"Rota da Fantasia, Lda.";"509895379";"Silk Travel";"Quinta Do Romão Edificio Moural Loja 4 ";"8125-301";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"917220435";"silvialoucao1@hotmail.com"
" 2838";"2017-07-03";"ROTA NOMADA-VIAGENS E TURISMO, LDA";"508999588";"BESTRAVEL";"Av. Dr. Francisco Sá Carneiro, nº9 Loja A";"4520-164";"Santa Maria da Feira";"Santa Maria da Feira";"Aveiro";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"256100236";"smfeira@besttravel.pt"
" 4413";"2016-12-19";"ROTA OURO DO DOURO";"504413732";;"Avenida Diogo Leite, 438";"4400-111";"Vila Nova de Gaia";"Vila Nova de Gaia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"223759042";"rotadodouro@gmail.com"
" 2322";"2017-08-11";"Rota Pontual -  Agência de Viagens  e Turismo, Lda.";"504809644";;"Rua do Reguengo, 332";"4410-028";"Serzedo Vng";"Vila Nova de Gaia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"256107284";"rota_pontual@sapo.pt"
" 6843";;"Rota Sonhada Unipessoal Lda";"514246758";;"Rua da Papoila lt 9";"2135-085";"Samora Correia";"Benavente";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"912581113";"rota.sonhada@gmail.com"
" 6609";;"Rotas Alegres unipessoal, Lda";"514140879";;"Rua Associação cultiral amigos do montenegro, nº32";"8005-099";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"912219223";"jramossousa@gmail.com"
" 3213";"2017-04-19";"Rotas Ancestrais, Unipessoal Lda";"509187390";;"Rua do Bocage nº 126-B";"8000-297";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289058143";"info@rotas-ancestrais.pt"
" 3489";"2013-10-31";"ROTAS CRUZADAS-AGENCIA DE VIAGENS E TURISMO, UNIP LDA";"510289010";;"RUA BERNARDO GONÇALVES, 41 ";"2080-065";"Almeirim";"Almeirim";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"243509583/84";"geral@rotascruzadas.pt"
" 6777";;"ROTAS DE SEMPRE - LDA.";"514259795";;"Praça Infante D. Duarte, 9 - 5º E - Urb. Infantado";"2670-386";"Loures";"Loures";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"925324442";"terradoluis@gmail.com"
" 3212";"2014-04-21";"Rotas D'Evasão - Viagens e Turismo, Unipessoal, Lda";"510070426";;"Largo Mercado, Edificio Liz, Loja 6, Maceira";"2405-017";"Maceira Lra";"Leiria";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"244776170";"geral@rotasdevasao.com"
" 2314";"2016-06-22";"Rotas do Mundo - Viagens e Turismo, Lda.";"504824899";;"Rua Rancho das Cantarinhas, 2B 5º Dto";"3080-250";"Figueira da Foz";"Figueira da Foz";"Coimbra";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Coimbra";"233411635";"geral@rotasdomundo.com"
" 2159";"2017-01-11";"Rotas do Sul - Agente de Viagens e Turismo, Lda.";"503550345";;"Praça do Municipio, nº 5";"7780-217";"Castro Verde";"Castro Verde";"Beja";"TURISMO DO ALENTEJO, E.R.T.";"Alentejo";"Baixo Alentejo";"286327200";"rotasdosul@iol.pt"
" 2054";"2014-10-30";"Rotas do Vento Expedições e Viagens de Aventura Lda";"502735252";;"Rua Domingos Sequeira, 27 - 6º A";"1350-119";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213950035";"info@rotasdovento.com"
" 2688";"2016-10-14";"Rotas e Circuitos - Turismo, Unipessoal, Lda.";"508176077";"bestravel";"Praça da Liberdade, 19";"2100-121";"Coruche";"Coruche";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"243611200";"coruche@besttravel.pt"
" 2832";"2017-01-18";"Rotas e Mapas Viagens e Turismo Lda.";"509293948";;"Av Egas Moniz, 6 - B";"2135-232";"Samora Correia";"Benavente";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"263654715, 263654715";"geral@rotas-e-mapas.pt, geral@rotas-e-mapas.pt"
" 2240";"2017-01-20";"Rotas Ibéricas Viagens Turismo Unipessoal, Lda.";"504002538";;"Av de Berlim, 39 - B, Escritório A";"1800-000";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"239000500, 226078800";"coimbra@marsol.com, oporto@marsol.com"
" 1932";"2017-04-28";"Rotatur - Operadores Turisticos, Lda.";"501443630";;"EN 125-10 - Edificio Rotatur, 1º. Esqº.apartado 2077 MONTENEGRO";"8005-146";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"00351289810100";"adminis@rotatur.pt"
" 4330";"2016-10-31";"Roteiro de Emoções UNIPESSOAL LDA";"509895174";"Have a Wine Day Private Tours";"Largo de Santa Marinha, 25-2º andar";"1100-489";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"916470995";"info@haveawineday.com"
" 2650";"2013-12-23";"Roteiro de Ideias, Viagens e Turismo Unipessoal, Lda.";"508038243";"Youtravel. A sua agência. As suas viagens";"Rua Torcato José Clavine, 5-A";"2800-710";"Almada";"Almada";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"212760118";"youtravel@sapo.pt"
" 5727";"2017-07-06";"Roteiro Lendário";"509132146";"FRANKLIN";"Rua Alexandre Herculano, nº 352 4º sala 48";"4000-053";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"220933327";"info@classicoporto.com"
" 3810";;"ROTEIRO NA BAGAGEM, LDA";"508720842";;"RUA SANTA MARINHA Nº4";"3860-672";"Avanca";"Estarreja";"Aveiro";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Aveiro";"234881140";"ana_marta_amaral_@hotmail.com"
" 2933";"2017-06-19";"Roteiros com Magia Unipessoal, Lda";"509562060";"RCMTRAVEL";"Complexo da Praça de Touros de Albufeira, loja 26";"8200-609";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289502487";"nathalie.rcmtravel@sapo.pt"
" 6325";"2017-05-17";"Royal Transfer - Agência de Viagens e Táxi de Turismo, Lda.";"513990704";;"Rua das Oliveiras, Lote 47, 1º, Esq.";"8500-601";"Portimão";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282422437";"geral@royaltransfer.pt"
" 2422";"2017-01-05";"Roytur - Viagens e Turismo, Lda";"506112349";;"Av João Crisóstomo, 55 - A";"1050-126";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213512570";"roytur.turismo@roytur.webside.pt"
" 4882";"2017-04-07";"RTS ATLANTIC - VIAGENS E TURISMO, S.A.";"510915957";;"Rua Castilho, Edifício Castilho, nº 39, 13º andar, sala B";"1250-068";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213595090";"mgra@mgra.pt"
" 3790";"2017-08-14";"Rúben José Pera Gonçalves";"221027270";;"Praceta Baltazar Gonçalo Lobato nº 4 loja B";"8800-743";"Tavira";"Tavira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"281403499";"dreamtravel.viagens@sapo.pt"
" 6604";;"RUI ALEXANDRE E COUTINHO DE CARVALHO GONÇALVES GAVALLER DE MORAIS";"216573572";;"Praceta Odete Saint Maurice, nº 1, 7º Esq. Santa Marta do Pinhal";"2855-589";"Corroios";"Seixal";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"910044967";"rui_a.morais@hotmail.com"
" 6421";;"Rui Alexandre Silva, Unipessoal, LDA";"513353488";"Madeira On Travel";"Rua Doutor Hugo Moreira nª 26 2º Poente";"9500-792";"Ponta Delgada";"Ponta Delgada";"Ilha de São Miguel";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"+351965738727, 965738727";"bookings@azoresontravel.com, ruialexander@hotmail.com"
" 6131";;"Rui Amaro Basteiro - Turismo &amp; Viagens, Unipessoal Lda";"513841490";;"Rua Padre Américo nº 4 A";"1600-548";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"967562149";"basteirorui@sapo.pt"
" 5947";"2017-04-05";"Rui Carlos e Sá Candoso";"202581306";;"Travessa Professor Tedim Nº 24 ";"4780-673";"Palmeira Sts";"Santo Tirso";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"918571720";"transportes.rcl@hotmail.com"
" 3788";"2017-05-09";"RUI CASTRO - TRANSPORTS TRAVEL AND TOURISM, LDA";"511278195";;"Rua 2 Encosta do Pico dos Barcelos, nº 12 Santo António";"9020-349";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"934879103";"rctransports.financeiro@gmail.com"
" 3012";"2017-07-11";"RUI JOSE DA COSTA FURTADO PINHEIRO";"135979374";;"Rua do Poço - Casa da Avó";"8650-375";"Sagres";"Vila do Bispo";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282624728";"info@taxi-t.com"
" 2497";"2016-06-06";"Rui José Rito Martins - Viagens e Turismo, Unipessoal, Lda.";"506934470";"Best Travel";"Largo General Humberto Delgado, 7";"6300-712";"Guarda";"Guarda";"Guarda";"TURISMO SERRA DA ESTRELA";"Centro";"Beiras e Serra da Estrela";"271205360";"guarda@besttravel.pt"
" 7162";;"Rui Manuel da Silva Fagundes";"199024910";;"Rua Dr Aníbal Bettencourt,123";"9700-068";"Angra do Heroísmo";"Angra do Heroísmo";"Ilha Terceira";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"963800339";"fagundesrui@hotmail.com"
" 4739";"2017-01-02";"Rui Miguel Simões Soares";"203785967";;"Rua do Teodoro, 168 P/L3";"3030-213";"Coimbra";"Coimbra";"Coimbra";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Coimbra";"239091335";"ccquebra@gmail.com"
" 2472";"2016-01-22";"Rui Pedro Coutinho - Viagens e Turismo, Unipessoal, Lda.";"506695999";"Best Travel";"Rua dos Bombeiros,  293, Bloco B";"4730-752";"Vila Verde";"Vila Verde";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Cávado";"253310700";"vilaverde@besttravel.pt"
" 1826";"2017-07-13";"Ruicar Viagens e Turismo Lda";"500944865";;"Rua Gonçalo Cristovão, 16";"5000-686";"Vila Real";"Vila Real";"Vila Real";"TURISMO DO DOURO";"Norte";"Douro";"259325916";"viagens.ruicar@mail.telepac.pt"
" 3170";"2016-12-23";"RUMOS DIFERENTES - AGENCIA DE VIAGENS LDA";"510059228";;"AVENIDA DO MONTE DE CIMA, 49";"4535-268";"Paços de Brandão";"Santa Maria da Feira";"Aveiro";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"937459812 /3";"appcastro@hotmail.com"
" 6543";"2017-06-09";"Ruslan Fostyak";"238216110";;"URB QUINTA DO ROMÃO -ALGARHOTEL LOTE G 12 - 3 D";"8125-301";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"925705770";"ruslanf@sapo.pt"
" 6186";"2017-03-16";"Rute Conceição Silva, Unipessoal, Lda";"513875972";;"Avenida Afonso III, n.º 46- 7.º esq.";"1900-047";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"961114488";"betogoncalves182@gmail.com"
" 2949";"2017-06-27";"RV - Agência de Viagens, Unipessoal Lda";"509715362";;"Rua Casal da Cruz , 3 ";"2525-036";"Atouguia da Baleia";"Peniche";"Leiria";"TURISMO DO OESTE";"Centro";"Oeste";"262759501, 960083176";"jose.pires@rv-agenciadeviagens.pt, info@rvviagens.pt"
" 4417";;"RZ, Agência de Viagens e Turismo, Unipessoal Lda";"510957250";;"Rua Damião de Góis, 18 C";"1400-089";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213011177";"raquel.zorrinho@bytravel.pt"
" 3191";"2017-05-17";"S &amp; M - Viagens e Turismo, Lda";"510035817";;"Praça Conde S. Bento, nº 39";"4780-375";"Santo Tirso";"Santo Tirso";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"252858641";"geral@smviagens.com"
" 1955";"2016-01-29";"S. Bernardo Tur - Agência de Viagens e Turismo, Lda.";"501789340";;"Rua da Fábrica, 3 / 4";"2425-617";"Monte Redondo Lra";"Leiria";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"244685446, 262590363";"geral@sbernardotour.com, geral@sbernardotour.com"
" 2736";"2016-02-25";"S.B. Vantravel, Agência de Viagens e Turismo, Lda.";"508481767";;"Rua Infante D. Henrique, 21, Bloco B, 2º A";"8500-689";"Portimão";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282108179";"reservas@sbvantravel.com"
" 3706";"2013-04-05";"Saborosapartilha";"510389317";"Sadotours";"Avenida Luísa Todi, nº27";"2900-460";"Setúbal";"Setúbal";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"919985106";"sadotours.pedro@hotmail.com"
" 5238";"2017-03-06";"SACF PORTUGAL TRAVEL, LDA";"505552019";;"Rua de Figueiredo, 980";"4415-224";"Pedroso";"Vila Nova de Gaia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"919455184";"sacf.portugaltravel@gmail.com"
" 4566";"2017-01-13";"Safe Fly, Agência de Viagens, Lda.";"513083812";;"Rui Frei Luís de Granada, nº 14, A";"1500-680";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"912931010";"orbis1975@gmail.com"
" 1751";"2017-01-03";"Saftur - Viagens e Turismo, Lda.";"500010960";;"Rua Júlio de Araújo, 157-R/C";"4760-151";"Vila Nova de Famalicão";"Vila Nova de Famalicão";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";"252308000";"viagens@saftur.pt"
" 3746";"2017-06-28";"SAIR DE VIAGEM - AGENCIA DE VIAGENS, UNIPESSOAL L";"510503896";;"Rua Americo Cortez Pinto, 13";"2790-179";"Carnaxide";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"968817025";"sairdeviagem@outlook.com"
" 6323";;"SALVADOR TADEU, LDA";"513871764";;"RUA DOS MELROS, N.º 1 - URB. GALEOTAS SUL";"2925-718";"Azeitão";"Setúbal";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"964604635";"info@salvador.tours"
" 5868";;"Saman e Azevedo Marketing e Serviços Lda";"503668834";;"Amoreiras, torre 1, piso 4, sala6";"1070-101";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"+351210991165";"mjsaman@saman.pt"
" 3430";"2015-12-30";"SAMEIROTRAVEL - VIAGENS E TURISMO SA";"509637159";;"AVENIDA JOÃO XXI, 803";"4715-035";"Braga";"Braga";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Cávado";"253 200 600";"info@sameirotravel.com"
" 6983";;"SAMUEL DA SILVA MARTINS";"260444499";;"CORTE NETO ";"8100-169";"Salir";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"963689874";"samuelsilvamartins6@gmail.com"
" 2454";"2016-12-29";"Sanclar Viagens e Turismo, Lda.";"506690393";;"Rua Domingos Aguiar, Edificio Viasol, Loja O";"4930-704";"Valença";"Valença";"Viana do Castelo";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Minho";"251801300";"info@sanclar.com"
" 6085";"2016-12-23";"sandra maria de carvalho salvador";"120746271";"ALX Tours &amp; Transfers";"largo rotary club da amadora 5, 4º dt";"2610-298";"Amadora";"Amadora";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"966877310";"alxlisbon@gmail.com"
" 4041";"2016-12-23";"SANDRA MENDONCA VIAGENS UNIPESSOAL LDA";"510720021";;"praça dr francisco sa carneiro 9353 loja 2";"2750-350";"Cascais";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"914289191";"geral@sm-viagens.pt"
" 3763";"2016-11-25";"Sandrina Cabrita Fernandes";"231784457";"Algarve Emotions!!! Travel and Tours";"Monte dos Elois CXP 353-P";"8200-492";"Paderne Abf";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"963684607";"algarveemotions@gmail.com"
" 2137";"2016-09-05";"Santana &amp; Vidal - Circuitos Turísticos, Lda.";"503306681";;"Rua Dr. António José de Almeida, Nº 21-R/C Esq.";"8500-017";"Alvor";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282458547";"carlos_santana1@hotmail.com"
" 2063";"2016-12-22";"Santiagotur - Viagens e Turismo, Lda.";"503204587";;"Rua Candido dos Reis nr 84";"4750-277";"Barcelos";"Barcelos";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Cávado";"252400930";"geral@santiagotur.pt"
" 1775";"2017-07-24";"Santos &amp; Companhia, Lda.";"500548293";;"Av Egas Moniz, 69";"4560-546";"Penafiel";"Penafiel";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Tâmega e Sousa";"255212335";"viagens.santos@iol.pt"
" 5874";;"SANTOS &amp; NAIR - AGÊNCIA DE VIAGENS, LDA.";"513670653";;"Rua Fernando de Almeida, 115";"4470-288";"Maia";"Maia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"965 814 606";"fatima.meneses.santos@gmail.com"
" 6327";"2017-06-16";"Santos &amp; Plácido - Táxi Turismo, Lda.";"505413957";;"Urb. Horta de São Pedro, Lote 10, 5º A";"8500-579";"Portimão";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282485225, 282485225";"sjorge_transfer@hotmail.com , sjorge_transfer@hotmail.com "
" 2117";"2017-03-13";"Sarmento e Castro &amp; Companhia, Lda.";"503532410";;"Rua Sá da Bandeira, 772";"4000-432";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"222085600";"turicambio@turicambio.pt"
" 6556";;"Savana D' Emoções Unipessoal LDA";"514127309";"Clickviaja";"Avenida Madre Andaluz, n º 17 D";"2000-210";"Santarém";"Santarém";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"966472726";"nathaliegalinha@gmail.com"
" 5057";"2017-01-05";"SAVE THE DATE - VIAGENS E TURISMO LDA";"513303723";"IN VIAGENS, IN VIAGENS";"RUA DAS ESTRELÍCIAS, Nº257, R/C ESQ. SÃO DOMINGOS DE RANA";"2785-818";"São Domingos de Rana";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"215965737";"ritamatos@inviagens.pt"
" 6617";"2017-01-20";"Scala Luxury Transports, lda";"514159545";;"Bairro do Progresso, Bloco 7 - 1º Esq.";"8300-103";"Silves";"Silves";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"918545241";"geral@scala.com.pt"
" 2029";"2017-06-09";"Scalivete - Sociedade Católica Viagens e Turismo, Lda.";"502986131";;"Av Madame Curie, 11 - B, Escritório A";"1070-166";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217221270";"scalivete@netcabo.pt"
" 3874";"2017-07-17";"Scenic Tours- Agência de Viagens e Turismo, S.A.";"511277296";;"Rua Princesa D. Amélia nº 34, Loja 3";"9000-019";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291215280";"lino.abreu@cloud.com"
